,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
4480,Sat Jun 19 02:52:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 314,0,… https://t.co/2tjQHgTbhn",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  314 0    
4481,Sat Jun 19 02:52:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411011] 
Kamala Nehru PMCG
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capacity:… https://t.co/LJyyxPfD1W",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411011   kamala nehru pmcg vaccines  covaxin  min age limit   18 45   dose1 capacity  0  dose2 capacity    
4482,Sat Jun 19 02:52:44 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","RT @PuneUpdater: Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 314,0,
Dose2 C…",-0.75,1,en,0,1,viralvideovlogs,6858,4580,,,,കേരളം,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  314 0  dose2 c 
4483,Sat Jun 19 02:52:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I received my vaccinations a few months ago and I feel good. #SleevesUpPlacer,0.25,0.35,en,0,,Raymond8690,175,203,,,,"Orangevale, CA",i received my vaccinations a few months ago and i feel good   sleevesupplacer
4484,Sat Jun 19 02:53:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @TheLancet: NEW—Research letter reports preliminary observational data suggesting two doses of Oxford-AstraZeneca and Pfizer-BioNTech #C…,0,0,en,342,209,BELLYLAUGHTER2,67,161,,,,,new research letter reports preliminary observational data suggesting two doses of oxford astrazeneca and pfizer biontech  c 
4485,Sat Jun 19 02:53:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411001] 
Naidu Hospital Covaxin - PMCG
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose… https://t.co/E9ZPdCqoat",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411001   naidu hospital covaxin   pmcg vaccines  covaxin  min age limit   18 45   dose1 capacity  0  dose   
4486,Sat Jun 19 02:53:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,635,580,lisabianism,191,159,FALSE,,,genshin na ar56 / asia ar30,liars  you tried to load off your expired vaccines  just another war crime by israel     
4487,Sat Jun 19 02:54:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KalainH: As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of a…",-0.4,0.6,en,163,44,Trillxdadian,4689,2752,,,,🇹🇹,as of june 17th  t amp t has administered 201 313 doses of a who approved  covid19 vaccine  the country has approximately 56  of a 
4488,Sat Jun 19 02:54:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @paldhous: 2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places wher…",-0.19375,0.45,en,113,45,UROCKlive1,216126,95030,,,,Beautiful Northern California,2  the delta variant should pose little threat if you re fully vaccinated  but could still cause deadly surges in places wher 
4489,Sat Jun 19 02:54:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,627,702,nuggynintendo,9,72,,,,, africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
4490,Sat Jun 19 02:54:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DrEricDing: 4) the #DeltaVariant #B16172 is worrisome because study after study shows it has one of the worst antibody neutralization p…,-1,1,en,1093,533,briannanichols,3698,4853,,,,"New York, USA",4  the  deltavariant  b16172 is worrisome because study after study shows it has one of the worst antibody neutralization p 
4491,Sat Jun 19 02:54:24 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @oldsoul152: Morondra #modi is happily tweeting away his festival greetings to people, while 500 farmers have died protesting his propos…",0.8,1,en,0,1,MerylLeah912,1456,3513,,,,"Hunterdon County, NJ",morondra  modi is happily tweeting away his festival greetings to people  while 500 farmers have died protesting his propos 
4492,Sat Jun 19 02:54:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","June 18, 2021. Weekly Trends for Top 10 countries: Most new cases during last 7 days
@Worldometers
South Africa, In… https://t.co/xUHsLYt4ID",0.284090909,0.38030303,en,0,,bettycjung,884,156,FALSE,,,United States,june 18  2021  weekly trends for top 10 countries  most new cases during last 7 days   south africa  in   
4493,Sat Jun 19 02:54:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DailySabah: Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar…",0,0,en,5,5,Keffiyehh,7,3,,,,,palestinian authority calls off agreement with israel for 1 million  covid19 vaccines  which it would exchange for similar 
4494,Sat Jun 19 02:54:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrEricDing: 23) Regarding J&amp;J, I have no direct evidence-based position. However… it’s not technically a 2-dose vaccine. if you’re inte…",-0.025,0.25,en,249,95,SyBo82,420,2266,,,,,23  regarding j amp j  i have no direct evidence based position  however  it s not technically a 2 dose vaccine  if you re inte 
4495,Sat Jun 19 02:54:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa 'in the midst of full-blown third wave' of coronavirus"" https://t.co/hdBVMuIhpn",0,0,en,0,,HappySi79054951,532,1847,FALSE,,,"Ludhiana, India", africa  in the midst of full blown third wave  of coronavirus   
4496,Sat Jun 19 02:54:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @PeterHotez: I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The pre…",0.333333333,0.5,en,174,47,yvonneAvillalba,12,176,,,,Houston,i know it  antivaccine groups redoubling efforts to scare pregnant women  and parents about their adolescent kids   the pre 
4497,Sat Jun 19 02:54:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @paldhous: 2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places wher…",-0.19375,0.45,en,114,47,KoaCalifornia,3684,4443,,,,"California, USA",2  the delta variant should pose little threat if you re fully vaccinated  but could still cause deadly surges in places wher 
4498,Sat Jun 19 02:55:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@BooksflowersAnd @NSWHealth NZ is behind us in first jabs and waiting for the same Pfizer delivery ramp up that we… https://t.co/XIKjVhPjmm,-0.05,0.386111111,en,0,,colourmeamused_,2708,4269,FALSE,,,"Sydney, New South Wales",    nz is behind us in first jabs and waiting for the same pfizer delivery ramp up that we   
4499,Sat Jun 19 02:55:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Tswana_Guy3: Digital Vibes is whyling now.,0,0,en,2,3,melolit,36,223,,,,Joho & Pitori,digital vibes is whyling now 
4500,Sat Jun 19 02:55:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HloniLesedi: Which one is this one? 😂😭,0,0,en,4,3,melolit,36,223,,,,Joho & Pitori,which one is this one    
4501,Sat Jun 19 02:56:00 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @BogochIsaac: 204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days.…",0.166666667,0.633333333,en,1946,150,Tintie4,3101,2054,,,,,204 344  covid19 vaccines have been administered so far today in ontario  84  are 2nd doses   these are huge vaccine days  
4502,Sat Jun 19 02:56:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.694444444,en,111,64,air_jayne,707,1910,,,,,how do we know  covid19 vaccines are safe   cdc  amp    fda have safety monitoring systems to make sure every vaccine is as safe 
4503,Sat Jun 19 02:56:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DrEricDing: Top question asked right now: what to do about J&amp;J 1-shot #COVID19 vaccine &amp; rise of #DeltaVariant? Not medical advice: lot…,0.261904762,0.345238095,en,456,196,gottaluvralph,812,1819,,,,,top question asked right now  what to do about j amp j 1 shot  covid19 vaccine  amp  rise of  deltavariant  not medical advice  lot 
4504,Sat Jun 19 02:56:23 +0000 2021,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","RT @SonaliVaid: Vaccines are essential but if the surge has begun African countries need much more.
Send oxygen
Send essential supplies 
En…",0.125,0.275,en,7,2,d1g1t,217,81,,,,"Mangalore, India",vaccines are essential but if the surge has begun african countries need much more  send oxygen send essential supplies  en 
4505,Sat Jun 19 02:56:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,635,582,ShafieDani,641,391,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
