,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
1080,Fri Jun 18 19:17:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.14444444444444446,0.2,en,,,LawyerBuchanan,708,425,,,,"Edmonton, Alberta",nan
1081,Fri Jun 18 19:17:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.09375,0.28125,en,556.0,364.0,a_inska,1,10,,[],[],,yet anoth amazingli qualifi courag doctor roger hodkinson speak crazi govern polici respons covid i condens 45 minut the hirewir 6 twitter size edit start overview intervent vaccin httpstcowcvq32s9wd
1082,Fri Jun 18 19:18:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3148148148148148,0.5296296296296297,en,915.0,511.0,MarkissiosK,8512,5746,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",,we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
1083,Fri Jun 18 19:18:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24318181818181814,0.5022727272727273,en,1.0,1.0,KMalatji,26633,765,,,,This corner of the Earth,nan
1084,Fri Jun 18 19:18:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1958333333333333,0.2875,en,16.0,14.0,bluwndzdancing,763,1879,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],,pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
1085,Fri Jun 18 19:18:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13333333333333333,0.4555555555555556,en,370.0,100.0,CdnEconist,269,4997,,,,Panama,nan
1086,Fri Jun 18 19:18:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13333333333333333,0.4555555555555556,en,1.0,1.0,stopthistyranny,42,150,,[],"[{'screen_name': 'StevenW69808657', 'name': 'Steve W', 'id': 1144291198103937025, 'id_str': '1144291198103937025', 'indices': [0, 16]}, {'screen_name': 'stopthistyranny', 'name': 'libertas Eleutheria', 'id': 55789266, 'id_str': '55789266', 'indices': [17, 33]}, {'screen_name': 'energy_therapy', 'name': 'Energy Therapy', 'id': 52019893, 'id_str': '52019893', 'indices': [34, 49]}, {'screen_name': 'ArchieHicoxGB', 'name': 'Archie Hicox', 'id': 1213047621180223488, 'id_str': '1213047621180223488', 'indices': [50, 64]}, {'screen_name': 'HowarthSibling', 'name': 'JBB', 'id': 1396341301352747011, 'id_str': '1396341301352747011', 'indices': [65, 80]}, {'screen_name': 'Peston', 'name': 'Robert Peston', 'id': 14157134, 'id_str': '14157134', 'indices': [81, 88]}, {'screen_name': 'afneil', 'name': 'Andrew Neil', 'id': 136004952, 'id_str': '136004952', 'indices': [89, 96]}, {'screen_name': 'itvnews', 'name': 'ITV News', 'id': 21866939, 'id_str': '21866939', 'indices': [97, 105]}, {'screen_name': 'GOVUK', 'name': 'GOV.UK', 'id': 17481977, 'id_str': '17481977', 'indices': [106, 112]}]",Somewhere far away ,stevenw69808657 stopthistyranni energy_therapi archiehicoxgb howarths peston afneil itvnew govuk if examin us vaer record youll see rate vax associ death covid19 vax least 6000 open vaer estim 20000 death typic annual run rate vaccin combin 200 death
1087,Fri Jun 18 19:18:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.125,0.325,en,,,HCimiez,90,91,,,,,nan
1088,Fri Jun 18 19:18:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.14017857142857146,0.5526785714285715,en,,,Mr_Mawela,821,460,,,,South Africa,nan
1089,Fri Jun 18 19:18:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13333333333333333,0.4555555555555556,en,,,MissMaleka,2186,593,,,,,nan
1090,Fri Jun 18 19:18:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,102.0,100.0,DarkKindOfLight,608,697,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],"Liverpool, England",africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system
1091,Fri Jun 18 19:19:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.14017857142857146,0.5526785714285715,en,5.0,2.0,SeniorsNL,904,1274,,"[{'text': 'Covid19', 'indices': [32, 40]}, {'text': 'VaccinesWork', 'indices': [187, 200]}]",[],St. John's,do question covid19 vaccin find inform expect get vaccin vaccin author canada httpstcojmsyg2k5ar vaccineswork httpstcozo0igdkcm7
1092,Fri Jun 18 19:19:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,en,419.0,24.0,sangoku1980,23,123,,"[{'text': 'VaccinEquity', 'indices': [84, 97]}, {'text': 'GoGiveOne', 'indices': [104, 114]}, {'text': 'COVID19', 'indices': [195, 203]}]","[{'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [24, 36]}, {'screen_name': 'IndyCar', 'name': 'NTT INDYCAR SERIES', 'id': 21302878, 'id_str': '21302878', 'indices': [228, 236]}, {'screen_name': 'WHOFoundation', 'name': 'WHO Foundation', 'id': 1259956813006622721, 'id_str': '1259956813006622721', 'indices': [237, 251]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [252, 256]}]",France,excit race roadamerica weekend come anoth drive vaccinequ amp gogiveon get vaccin everyon everywher let help vaccin world covid19 httpstcorg6zoxlw97 indycar whofound who httpstcohtrvkkvisq
1093,Fri Jun 18 19:19:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3958333333333333,0.4916666666666667,en,,,hollywoodcurry,2433,984,,,,USA,nan
1094,Fri Jun 18 19:19:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.125,0.325,en,88.0,28.0,Scott_86ix8,1740,1082,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],Trinidad and Tobago,as june 17th tampt administ 201313 dose whoapprov covid19 vaccin the countri approxim 56 avail stock remain in tobago number lower 15 june 17th 3000 sinopharm dose arriv monday httpstco9nsihqxxpu httpstcocvgwslnmxl
1095,Fri Jun 18 19:19:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.041666666666666664,0.45,en,,,LahLee_M,1425,808,,,,"South Africa , Pretoria ",nan
1096,Fri Jun 18 19:19:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.08611111111111111,0.19722222222222224,en,1.0,1.0,stopthistyranny,42,150,,[],"[{'screen_name': 'StevenW69808657', 'name': 'Steve W', 'id': 1144291198103937025, 'id_str': '1144291198103937025', 'indices': [0, 16]}, {'screen_name': 'JanetWood101', 'name': 'Janet Wood', 'id': 1000339176733200384, 'id_str': '1000339176733200384', 'indices': [17, 30]}, {'screen_name': 'stopthistyranny', 'name': 'libertas Eleutheria', 'id': 55789266, 'id_str': '55789266', 'indices': [31, 47]}, {'screen_name': 'energy_therapy', 'name': 'Energy Therapy', 'id': 52019893, 'id_str': '52019893', 'indices': [48, 63]}, {'screen_name': 'ArchieHicoxGB', 'name': 'Archie Hicox', 'id': 1213047621180223488, 'id_str': '1213047621180223488', 'indices': [64, 78]}, {'screen_name': 'HowarthSibling', 'name': 'JBB', 'id': 1396341301352747011, 'id_str': '1396341301352747011', 'indices': [79, 94]}, {'screen_name': 'Peston', 'name': 'Robert Peston', 'id': 14157134, 'id_str': '14157134', 'indices': [95, 102]}, {'screen_name': 'afneil', 'name': 'Andrew Neil', 'id': 136004952, 'id_str': '136004952', 'indices': [103, 110]}, {'screen_name': 'itvnews', 'name': 'ITV News', 'id': 21866939, 'id_str': '21866939', 'indices': [111, 119]}, {'screen_name': 'GOVUK', 'name': 'GOV.UK', 'id': 17481977, 'id_str': '17481977', 'indices': [120, 126]}]",Somewhere far away ,stevenw69808657 janetwood101 stopthistyranni energy_therapi archiehicoxgb howarths peston afneil itvnew govuk all covid19 vaccin result thromboembol event seriou enough associ obviou spike death these vaccin far 50x danger ever unleash popul the design vaccin reckless i found
1097,Fri Jun 18 19:19:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.4166666666666666,en,216.0,79.0,szekelyman,48,332,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]","Ontario, Canada",new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
1098,Fri Jun 18 19:19:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.14444444444444446,0.2,en,13.0,5.0,kasampaida28,562,1439,,"[{'text': 'COVIDVaccination', 'indices': [49, 66]}, {'text': 'COVID19', 'indices': [109, 117]}]",[],"Los Angeles, CA",tanzania submit covax facil covidvaccin request form current prepar covid19 vaccin deploy plan the first batch vaccin expect arriv tanzania next coupl week httpstco7vh65do4ku httpstcoweliw2cahd
1099,Fri Jun 18 19:19:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,1.0,en,,,SamsterSmithy,166,223,,,,The tropics.,nan
1100,Fri Jun 18 19:19:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,en,372.0,101.0,wahope18,241,159,,,,"Oro-Medonte, Ontario",nan
1101,Fri Jun 18 19:19:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.28,0.6199999999999999,en,202.0,45.0,susang8,479,1713,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],Toronto,peopl free believ covid19 hoax argu vaccin plotbut constitut right put peopl health risk as place work unless vaccin httpstcoxivwoctrfp
1102,Fri Jun 18 19:19:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.4,0.5,en,13.0,10.0,Vukasizwe6,944,5000,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],Brakpan,south africa record 10 510 new coronaviru case bring total 1 796 589 the depart health also report 118 death bring total 58 411 httpstcoipdmndwmpv
1103,Fri Jun 18 19:20:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.14017857142857146,0.5526785714285715,en,,,Outlookindia,233430,68,,,,"New Delhi, India",nan
1104,Fri Jun 18 19:20:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3017857142857143,0.4511904761904762,en,20.0,28.0,MontLukaluka,251,311,,"[{'text': 'vaccine', 'indices': [166, 174]}, {'text': 'covid19', 'indices': [175, 183]}]",[],,ns waiv ambul fee peopl advers reaction covid vaccin chang follow sever peopl told case werent covid emerg vaccin covid19 httpstcoc2f9cjbg8m
1105,Fri Jun 18 19:20:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.5222222222222223,1.0,en,17.0,15.0,SallyDeal4,36193,26449,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],USA,pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
1106,Fri Jun 18 19:20:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09375,0.28125,en,102.0,59.0,MitenSuvagiya,153,662,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",[],Ahmedabad ,11 but sinovac issu though unclear calgari hospit 6 deltavari infect healthcar worker 5 fulli vaccin 2 dose mrna vaccin that spark infect across differ unit hospit delta problem
1107,Fri Jun 18 19:20:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5083333333333333,0.7833333333333333,en,916.0,512.0,filo333333,1962,2312,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Greece,we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
1108,Fri Jun 18 19:20:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.05952380952380953,0.18253968253968253,en,,,BioSoft_Inc,55,95,,,,"El Cajon, California ",nan
1109,Fri Jun 18 19:20:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1958333333333333,0.2875,en,,,sequinpants,2239,2296,,,,,nan
1110,Fri Jun 18 19:20:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,en,103.0,60.0,Die_Primel,3066,4992,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",[],Hamburg,11 but sinovac issu though unclear calgari hospit 6 deltavari infect healthcar worker 5 fulli vaccin 2 dose mrna vaccin that spark infect across differ unit hospit delta problem httpstcoaf4bitfvgh
1111,Fri Jun 18 19:20:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.16666666666666666,0.6666666666666666,en,150.0,99.0,vlbvssvm,258,1270,,,,أرض الله الواسعة,nan
1112,Fri Jun 18 19:20:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5,0.5,en,38.0,19.0,Yandii__,4368,1618,,,,♡,nan
1113,Fri Jun 18 19:20:45 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.125,0.725,en,764.0,252.0,ReginaMichele5,1188,2087,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],,im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
1114,Fri Jun 18 19:21:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.15999999999999998,0.4600000000000001,en,,,jmarczak,5228,1198,,,,"Washington, DC",nan
1115,Fri Jun 18 19:21:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.15999999999999998,0.4600000000000001,en,226.0,93.0,krauss64,70,141,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],St Malo,the time deliveri covid19 vaccin crucial i welcom today decis belgian court first instanc order astrazeneca urgent deliv 50 million dose follow 15 million dose 26 juli 20 million 23 august 15 million 27 septemb
1116,Fri Jun 18 19:21:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.13333333333333333,0.4555555555555556,en,3.0,2.0,SirOscarM,471,190,,,,,nan
1117,Fri Jun 18 19:21:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1958333333333333,0.2875,en,25.0,28.0,Cavill08,227,261,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",,aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
1118,Fri Jun 18 19:21:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.31666666666666665,0.6111111111111109,en,331.0,160.0,NadimJBaba,2631,1516,,[],[],London,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1119,Fri Jun 18 19:21:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.35000000000000003,0.7444444444444445,en,331.0,161.0,netshrink,26467,1175,,[],[],"Pune, India",dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1120,Fri Jun 18 19:21:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.3909090909090909,0.6886363636363637,en,275.0,247.0,shreecreative,782,5002,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",Bangalore Malaysia Netherlands,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
1121,Fri Jun 18 19:21:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.08333333333333333,0.03333333333333333,en,3.0,3.0,BoitsK_,2843,603,,,,Home,nan
1122,Fri Jun 18 19:21:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,275.0,248.0,benjones1k,680,1721,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",US,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
1123,Fri Jun 18 19:21:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,en,55.0,28.0,hollowornate,945,718,,[],[],Teku Benga,call london havent covid19 vaccin get vaccin appoint sort follow link book today turn one mani walkin centr open across citi weekend rememb vaccin save live dont risk get
1124,Fri Jun 18 19:22:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.09454545454545453,0.4518181818181818,en,,,PuneUpdater,88,0,,,,,nan
